AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
1572,,2017-06-28 13:15:27.430000,7,13,34.5123656,-114.37809,2017-06-13,No,No,Lake,Lake Havasu,"Arizona Dept. Environmental Quality
jason.jones@azdeq.gov",TBD,No,On 6/14/17 Arizona Dept. Environmental Quality reported cyanobacteria bloom at the location. Water testing detected microcystins. Local Water Board staff are coordinating response.,Unknown,"Lake Havasu, near Chemehuevi Park",2017-06-13,Analytical,True
1573,,2017-06-28 13:16:12.133000,7,13,34.5265294,-114.38606,2017-06-13,No,No,River,Lake Havasu,"Arizona Dept. Environmental Quality
jason.jones@azdeq.gov",TBD,No,On 6/14/17 Arizona Dept. Environmental Quality reported cyanobacteria bloom at the location. Water testing detected microcystins. Local Water Board staff are coordinating response.,Unknown,"Colorado River, near Catfish Bay",2017-06-13,Analytical,True
1574,,2017-06-28 13:16:43.867000,7,13,34.2977778,-114.13888,2017-06-13,No,No,River,Lake Havasu,"Arizona Dept. Environmental Quality
jason.jones@azdeq.gov",TBD,No,On 6/14/17 Arizona Dept. Environmental Quality reported cyanobacteria bloom at the location. Water testing detected microcystins. Local Water Board staff are coordinating response.,Unknown,"Colorado River, near Parker Dam Rd",2017-06-14,Analytical,True
1575,,2017-06-28 13:17:08.620000,7,13,34.4574111,-114.38606,2017-06-13,No,No,Lake,Lake Havasu,"Arizona Dept. Environmental Quality
jason.jones@azdeq.gov",TBD,No,On 6/14/17 Arizona Dept. Environmental Quality reported cyanobacteria bloom at the location. Water testing detected microcystins. Local Water Board staff are coordinating response.,Unknown,"Lake Havasu, southern end",2017-06-13,Analytical,True
1576,2017-06-29 00:00:00,2017-06-29 13:22:33.727000,3,27,35.8127397,-120.93103,2017-06-26,Yes,Yes,Lake,Lake San Antonio,California Parks Company,Monterey County Parks,Yes,"UPDATE 6/29/17: Water testing results detected microcystins >20 ug/L. Recommended 'Danger' signs have been posted.

On 6/26/17, Regional Water Board staff observed algal bloom near South shore marina and South shore day use. Samples were collected to investigate presence of potentially toxic cyanobacteria.",DANGER,Lake San Antonio,2017-06-26,"Observation, Analytical",True
1577,2018-04-13 00:00:00,2017-06-30 15:54:51.417000,2,28,38.201344 ,-122.3185 ,2017-06-30,Yes,Yes,Pond,Napa County public health officer has this information,TBD,Dept. Fish & Wildlife,No,"UPDATE: Caution urged due to algal mats remaining at shoreline. Lab analysis of September 26 water samples have much lower levels of microcystin and nodularin toxins compared to high levels in July 3 samples. 

Local public health department reported 2 dog deaths from suspected algal toxin poisoning at the pond; toxins were detected in pond water samples. Danger sign posted.
For more info contact: Napa County Health and Human Services Agency, Health Officer (707) 253-4566",DANGER,"Huichica Pond 8, near Napa River",2018-04-11,Observation,True
1580,2017-08-11 00:00:00,2017-07-11 08:08:04.990000,6,36,34.283062 ,-117.33502,2017-07-05,Yes,No,Lake,Silverwood Lake,Department of Water Resources,CA State Parks,No,"UPDATE 8/11/17: DWR recommends CAUTION for Silverwood Lake Willows Swim Beach. The advisory has been downgraded for Cleghorn Swim beach. The remainder of the lake has no advisory in place.

UPDATE: On 7/28/2017, DWR downgraded warning advisory to caution.  Swim beaches will reopen this weekend. New lab results from 7/25/2017 as follows: Microcystins detected - Outlet: 0.27 ug/L, Cleghorn swim beach: 2.55 ug/L, Sawpit swim beach: non-detect (ND) and Willows swim beach: 0.26 ug/L.",CAUTION,Silverwood Lake,2017-08-11,Analytical,True
1581,2018-09-29 00:00:00,2017-07-11 09:57:13.980000,1,47,41.983447 ,-122.33072,2017-06-27,Yes,No,Lake,Copco Reservoir,PacifiCorp,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Copco Reservoir at Copco Cove,,,True
1582,2017-08-14 00:00:00,2017-07-12 08:58:17.677000,4,19,34.523661 ,-118.61119,2017-07-11,No,No,Lake,Castaic Lake,Department of Water Resources,Los Angeles County Parks and Recreation,Yes,"UPDATE: Routine water testing on 8/7/17 were non-detect for all toxins. The bloom is considered resolved. 

UPDATE: 'CAUTION' signs have been removed. Lab results for 7/17/17 and 7/24/17 were non-detect for all toxins. 

UPDATE 7/19/2017: 'CAUTION' signs are posted. 

UPDATE: DWR water monitoring detected microcystins of <2.5 ppb. Posting of 'CAUTION' signs are being coordinated.

On July 11, 2017, as part of their routine monitoring, DWR staff collected surface and 1 meter depth samples at Castaic outlet and surface samples at Castaic Boat Launch. Abraxis microcystin test strip results were < 2.5 ug/L at Castaic outlet ( at 1 meter depth). Samples from Castaic outlet and the boat launch have been sent to GreenWater Labs for analysis. LA County Parks was notified of the Caution recommendation based on the test strip result of <2.5 ug/L and they were provided with the Caution sign template. Will update once signs posted.",None,Castaic Lake at Castaic Outlet,2017-07-24,Analytical,True
1583,2017-07-14 00:00:00,2017-07-14 11:19:04.120000,5,45,41.028128 ,-121.65722,2017-07-13,No,Yes,Lake,"Lake Britton, State Park Boat Ramp",PG&E and State Park service,State Park,No,Central Valley Regional Water Board staff observed cyanobacteria bloom and surface scum at State Park boat launch and discolored water with visible bloom near the swim beach.  Visible cyanobacteri also observed in lesser concentration near Jamo Point boat launch and the Pit River boat launch. Microscope observation identified Dolichospermum. PG&E staff will assess lake condition and collect water samples for toxin testing.  State Park staff notified of observations and recommend they post caution signs to alert the public to avoid areas with scum and visible bloom.,CAUTION recommended,Lake Britton,2017-07-13,Observation,True
1586,2018-09-29 00:00:00,2017-07-18 08:51:14.563000,1,47,41.962236 ,-122.44046,2017-07-18,Yes,No,Lake,Iron Gate reservoir,PacifiCorp,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Iron Gate Reservoir - Jay Williams Boat Ramp,,,True
1588,2017-07-21 00:00:00,2017-07-19 19:01:22.950000,5,17,38.9159888,-122.59472,2017-07-08,No,No,Creek,"Copsey Creek, Lower Lake",Lake County Water Resources,Private residential property,No,"07/19/17: Resident along Quarterhorse Ln (Lower Lake) observed cyanobacteria bloom on 06/11/17. Reported observation to Elem Indian Colony, which sampled site 07/08/17. Abraxis test strip for microcystin found >10 ppb. Sample sent to Bend Genetics for cell ID and microcystin analysis. Bloom composed of Dolichospermum and Microcystis. Microcystin concentration is 45.1 ppb. Lake County Health Officer notifed.",Notifying residents,"Copsey Creek, near Lower Lake",2017-07-08,Analytical,True
1596,2018-08-31 00:00:00,2017-07-28 08:08:02.697000,6,36,34.241773 ,-117.27530,2017-07-27,No,Yes,Lake,Lake Gregory,,,No,"Update 8/31/2018: On August 20, 2018, staff from the Lahontan Water Boards Victorville office collected water samples from two locations (south beach and north beach near the dam) at Lake Gregory. The results indicate low to moderately low levels of potentially toxigenic cyanobacteria were observed with microscopy identification in both samples. Detectible levels of the cyanotoxins Anatoxin-a (0.17 ug/l) and Microcystins (0.19 ug/L) were measured in the south beach sample, but cyanotoxins were not detected in the north beach sample. 

On 7/27/2017, San Bernadino County Department of Public Health collected  water samples and have sent to lab for analysis. Results are pending. Report of potential human illness received on 7/26/2017.",,Lake Gregory,2017-08-20,Observation,True
1600,2017-08-11 00:00:00,2017-07-28 15:10:19.603000,6,14,36.561458 ,-118.05233,2017-07-27,Yes,No,Lake,Diaz Lake,"Inyo County Environmental Health Services, Bishop, CA",TBD,No,"UPDATE: Cyanobacteria bloom confirmed near the boat launch and western side. Recommend CAUTION signs to remain posted. Cyanotoxin results are expected the week of August 14th. 

Cyanobacteria bloom suspected. Green, paint-like appearance observed at Diaz Lake. Caution signs are posted while the bloom is investigated and samples are analyzed by lab.",CAUTION,Diaz Lake,2017-08-08,"Observation, Analytical",True
1605,,2017-08-07 17:24:48.587000,5,31,38.81573  ,-121.09618,2017-07-18,No,Yes,Lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake below Rattlesnake Bar,2017-07-18,Analytical Test,True
1606,,2017-08-07 17:29:27.410000,5,31,38.80713  ,-121.09967,2017-07-18,No,Yes,Lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake below Rattlesnake Bar,2017-07-18,Analytical Test,True
1607,,2017-08-07 17:33:03.260000,5,31,38.81331  ,-121.10889,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineeers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake Below Rattlesnake Bar,2017-07-18,Analytical,True
1608,,2017-08-07 17:36:42.727000,5,31,38.819704 ,-121.10608,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake Below Rattlesnake Bar,2017-07-18,Analytical,True
1609,,2017-08-07 17:44:05.433000,5,31,38.81724  ,-121.09293,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake at Rattlesnake Bar Point,2017-07-18,Analytical,True
1610,,2017-08-07 17:47:13.763000,5,31,38.81859  ,-121.08716,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake at Rattlesnake Bar Boat Ramp,2017-07-18,Analytical,True
1611,,2017-08-07 17:51:40.620000,5,31,38.81859  ,-121.08716,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake at Rattlesnake Bar Boat Ramp (Field Duplicate),2017-07-18,Analytical,True
1612,,2017-08-07 17:55:08.820000,5,31,38.8292   ,-121.09105,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake near Avery's Pond,2017-07-18,Analytical,True
1613,,2017-08-07 17:58:07.167000,5,31,38.74847  ,-121.14574,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake at Granite Bay Boat Ramp,2017-07-18,Analytical,True
1614,,2017-08-07 18:00:49.800000,5,31,38.71925  ,-121.16783,2017-07-18,No,Yes,lake,North Fork of the American River at Folsom Lake,USBR; Army Corps of Engineers,California State Parks,No,"On 07/18/2017, Water Board staff went to lake to sample north fork of American River based on satellite observations. Nine locations were assessed with 10 grab water samples collected (one sample was field duplicate). Samples were analyzed at lab for cell ID, and qPCR. Dolichospermum species were observed in all samples. qPCR indicated that all sample sites had cyanobacteria with the Anatoxin-a gene but qPCR values were low. Site at Beal's Point had highest qPCR values for Anatoxin-a gene; toxin testing performed at this site, result was non-detect.",None,Folsom Lake at Beal's Point,2017-07-18,Analytical,True
1619,2017-10-12 00:00:00,2017-08-14 10:38:14.953000,5,7,38.0120194,-121.72889,2017-08-11,Yes,No,Estuary,Big Break Regional Shoreline Kayak Launch Area Lagoon,TBD,East Bay Regional Parks and Contra Costa County,No,"UPDATE 10/10/17:  East Bay Regional Park staff observed small amount of a Dolichospermum type cyanobacteria growing in the the lagoon. Caution signs remain posted as precaution.

UPDATE: 09/21/17: East Bay staff observed small amount of Aphanizomenon sp. at inlet to kayak launch lagoon. Keeping Caution sign posted as precaution.

UPDATE 8/25/17: As a precaution, East Bay Parks posted Caution signs. 

UPDATE 08/18/17: East Bay Parks weekly monitoring found Dolichospermum type cyanobacteria in kayak launch area. Analyzed water samples using their microcystin test kits and did not detect any microcystin. Weekly monitoring will continue until cyanobacteria dissipates.

On 8/11/2017, Routine monitoring discovered small area of low density bloom near the Lagoon area in the kayak launch area of Big Break Regional Shoreline. No advisory is recommended and area will be routinely monitored.",CAUTION,Big Break Regional Shoreline - Kayak Launch Area,2017-10-12,Observation,True
1620,2018-01-03 00:00:00,2017-08-14 10:48:47.787000,5,15,35.639051 ,-118.48456,2017-07-19,Yes,No,River,KEYSVILLE SLIPPERY ROCK,TBD,Kern County Parks Department,Yes,"Kern County Environmental Health sampled the river at this location. Toxin test results found microcystin at 0.90 ug/L, which is at the Caution level.  Signs posted warning visitors.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,"KEYSVILLE SLIPPERY ROCK on Kern River, near Wofford Heights Blvd",2017-07-19,Analytical,True
1621,2018-01-03 00:00:00,2017-08-14 10:51:55.573000,5,15,35.643534 ,-118.46811,2017-07-19,Yes,Yes,Lake,AUXILLARY DAM REC,USArmy Corps,USDA Forest Service,Yes,"UPDATE: Signs removed. Sampling concluded for the year.

Kern County Environmental Health sampled the lake at this location. Toxin test results found  0.38 ug/L, which is below the Caution level.  Signs were posted alerted visitors of the presence of cyanobacteria.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,"Lake Isabella near the Auxiliary Dam Campground, off State Rt 178",2017-07-19,Analytical,True
1622,2018-01-03 00:00:00,2017-08-14 10:55:05.160000,5,15,35.659550 ,-118.43416,2017-07-19,Yes,Yes,Lake,SOUTH FORK ,Army Corps,USDA Forest Service,Yes,"UPDATE: Signs removed. Sampling concluded.

Kern County Environmental Health sampled the lake at this location. Toxin test results found microcystin at 0.83 ug/L and anatoxin-a at 0.21 ug/L. These values are above the Caution level.  Signs were posted warning visitors of the cyanobacteria.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,Lake Isabella near the South Fork Rec Campground,2017-07-19,Analytical,True
1623,2018-01-03 00:00:00,2017-08-14 10:57:24.883000,5,15,35.676856 ,-118.40945,2017-07-19,Yes,Yes,Lake,STINE COVE,Army Corps,USDA Forest Service,Yes,"UPDATE: Signs removed. Sampling concluded.

Kern County Environmental Health sampled the lake at this location. Toxin test results were non-detect for toxins.  Advisory signs were posted in the area to alert visitors of the cyanobacteria.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,"Isabella Lake near Stine Cove Recreation Site, on Sierra Way",2017-07-19,Analytical,True
1624,,2017-08-14 11:01:59.667000,5,15,35.230677 ,-119.27336,2017-07-19,No,No,Lake,BUENA VISTA LAKE ,Kern County Parks,Kern County Parks,No,"Kern County Environmental Health sampled the lake at this location. Toxin test results did not detect any toxins.  Advisory signs were posted at the site alerting visitors about the cyanobacteria.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",Advisory sign,BUENA VISTA LAKE (Lake Webb) near parking lot on Ironbark Rd,2017-07-19,Analytical,True
1625,2018-01-03 00:00:00,2017-08-14 11:03:40.633000,5,15,35.232362 ,-119.28489,2017-07-19,No,Yes,Lake,BUENA VISTA LAKE SITE 2,Kern County Parks,Kern County Parks,Yes,"UPDATE: Signs removed, sampling concluded.

Kern County Environmental Health sampled the lake at this location. Toxin test results did not detect toxins. Advisory signs were posted alerting visitors about cyanobacteria.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,BUENA VISTA LAKE SITE 2,2017-07-19,Analytical,True
1626,2017-09-21 00:00:00,2017-08-14 11:50:23.147000,5,39,38.0592889,-121.55639,2017-08-07,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),2017-09-19,Observation,True
1627,2017-09-21 00:00:00,2017-08-14 11:55:36.090000,5,39,38.0556556,-121.53583,2017-08-07,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),2017-09-19,Observation,True
1628,2017-09-21 00:00:00,2017-08-14 11:59:37.687000,5,39,38.0335917,-121.48194,2017-08-07,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),2017-09-19,Observation,True
1629,2017-09-21 00:00:00,2017-08-14 12:03:53.220000,5,39,38.012669 ,-121.45806,2017-08-07,No,No,River,San Joaquin River Stockton Deep Water Ship Channel,Various,Various,No,"UPDATE 09/21/17: Medium sized colonies of Microcystis sp. were observed in the San Joaquin River between NAV Light 57 (Prisoners Point) to NAV Light 12 (Empire Cut) and low widely scattered colonies were observed between NAV Light 14 and NAV Light 34 along Lower Roberts Island. The Regional Water Board is posting visual observations to notify the public that cyanobacteria have been observed in the river. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.

On August 07, the California Department of Water Resources reported visual observation of a bloom. The Regional Water Board is posting DWR's visual observations to notify the public that cyanobacteria have been observed at this location. No testing will be undertaken. Thus, use caution and avoid recreating in the bloom area.",None,San Joaquin River (Stockton Deep Water Ship Channel),2017-09-19,Observation,True
1630,,2017-08-16 15:27:28.480000,5,28,38.521121 ,-122.21329,2017-07-15,No,Yes,Lake,"Lake Berryessa, Spanish Flat and Oak Shores",,,No,"On 8/2/2017, Water Board staff received a report of an alleged dog death after swimming in Lake Berryessa on 7/15/2017. A post-mortem examination was not conducted by the veterinarian so the exact cause was not determined. 

The suspected bloom was in the location of Spanish Flat and Oak Shores, along the west shore of Lake Berryessa.",,"Lake Berryessa, Spanish Flat and Oak Shores",2017-07-15,Observation,True
1633,,2017-08-17 17:44:52.513000,5,34,38.5015083,-121.09750,2017-08-03,No,No,Retention Pond/Lake,Laguna Joaquin (Rancho Murieta),Community Services District (Rancho Murieta),Rancho Murieta Association,No,"cyanobacteria and algal bloom formed in Laguna Joaquin during late July and early August.  On Aug 3, CSD treated lake with copper sulfate by Aug 11/12/13 fish began dying in the lake due to low dissolved oxygen conditions.  CSD sent water sample to Eaton Laboratories for cell ID and toxin analysis. Advised CSD and Sac County to post advisory signs as a precaution if bloom reappears and to inform residents to keep pets out of water and not allow them to drink the water or eat algae/scum along shoreline.",None (yet),Laguna Joaquin (Rancho Murieta),2017-08-11,Observation,True
1636,2017-10-20 00:00:00,2017-08-24 15:44:07.110000,6,9,38.933838 ,-120.01215,2017-08-19,Yes,No,Lagoons,Tahoe Keys West Channel Lagoons (approx. 110 acres),Tahoe Keys Property Owners Association (TKPOA),Tahoe Keys Property Owners Association (TKPOA),Yes,"UPDATE 10/20/2017: Sample results from 10/16/2017 indicate non-detect levels for Anatoxin-a, and low (below 0.8 ug/L) or non-detect levels for microcystins. Based on consecutive results of non-detects and levels below the advisory thresholds, CAUTION signs can be removed. 

UPDATE 9/28/2017: Samples were collected throughout the Tahoe Keys on 9/18/2017. All EPA lab results indicate non-detects at 9 of 13 sites samples. Very low levels of microcystin present at 4 sampling sites, all below CAUTION level trigger for microcystin.",None,Tahoe Keys West Channel Lagoons,2017-08-22,"Observation, Analytical",True
1637,,2017-08-24 16:19:47.717000,9,33,33.5916   ,-117.0423 ,2017-08-22,Yes,No,Lake,"Lake Skinner, dock #1",TBD,Riverside County Parks,No,"UPDATE 8/25/17: Caution signs have been posted. 

On 8/22/17 Regional Water Board staff conducted reconnaissance in response to report of potential bloom. Visible bloom and scum was observed in the vicinity of dock #1. Staff confirmed presence of potentially toxin producing cyanobacteria and measured elevated levels of phycocyanin. CAUTION advisory signs are recommended.",CAUTION,"Lake Skinner, dock #1",2017-08-22,"Observation, Analytical",True
1639,2018-03-09 00:00:00,2017-08-28 08:56:36.170000,2,1,37.6684618,-121.84425,2017-08-25,Yes,No,Artificial Ponds,Arroyo Del Valle in Shadow Cliffs Regional Park,East Bay Regional Park District,East Bay Regional Park District,Yes,Bloom dissipated and advisory signs removed in January 2018. Routine monitoring by Parks staff continues.,None,Arroyo Del Valle in Shadow Cliffs Regional Park,2017-10-19,Observation,True
1640,2018-02-02 00:00:00,2017-08-28 13:07:29.103000,2,43,37.240808 ,-121.87344,2017-08-24,Yes,Yes,Lake,Lake Almaden,Santa Clara Valley Water District,City of San Jose,Yes,Cyanobacteria have been decreasing since late November. Lake Almaden was closed on August 18 to fishing and paddle boating. The Lake had very high levels of saxitoxin detected in water samples and other toxins also detected; the lake also has high bacteria levels in water and mercury in fish.,CLOSED TO FISHING AND ALL CONTACT,Lake Almaden,2017-12-20,Analytical Test,True
1641,,2017-08-29 10:14:01.803000,3,42,34.975253 ,-120.42438,2017-08-10,No,No,Lake,Jim May Park Lake,City of Santa Maria,,No,"Bright green, suspended throughout water column but aggregated at surface into thin solid layer. Lake wide but concentrated at shoreline.  Bight green color, cyanobacteria colonies appear swirled from wind.  Mats of green algae also along shoreline. Water sample collected 8/10/2017 and sent to lab for toxin analysis. Low levels of microcystin and anatoxin-a detected.",Caution,Jim May Park Lake,2017-08-10,Analytical,True
1642,2018-09-29 00:00:00,2017-08-29 11:00:54.090000,1,12,41.837560 ,-122.86426,2017-08-25,Yes,No,River,Klamath River between  Iron Gate Reservoir and Walker Road Bridge,Pacific Corp,US Forest Service,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River between  Iron Gate Reservoir and Walker Road Bridge,2017-08-25,Analytical,True
1644,2018-09-29 00:00:00,2017-08-29 13:37:44.040000,1,47,41.823067 ,-122.96196,2018-08-31,Yes,No,river,Klamath River at Brown Bear River Access,USFS,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at Brown Bear River Access,,,True
1645,2018-09-29 00:00:00,2017-08-29 13:42:17.667000,1,47,41.774018 ,-123.39635,2018-08-31,No,No,river,Klamath River below Happy Camp,USFS,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River below Happy Camp,,,True
